output,sample_size,index_type,factor,S1,S1_conf,ST,ST_conf,S2,S2_conf,skip_reason
lid_fraction,256,main,H_rad_pW_kg,-0.012207876236487187,0.02032243470373989,0.013120767178152408,0.007433917391480173,,,
lid_fraction,256,main,f_porosity,-0.0009199591473481403,0.001961400709674744,0.0001126565350526914,5.2147098451815054e-05,,,
lid_fraction,512,main,q_basal_target_mW_m2,0.5983550981515208,0.09340809344013003,0.7237092241265225,0.08026895992187473,,,
lid_fraction,512,main,d_grain_mm,0.11260579222715486,0.052925062448925954,0.1988351936457257,0.034675307012194685,,,
lid_fraction,512,main,epsilon_0,0.004371447547942166,0.011299682215069851,0.009151015421179083,0.0043360982408075215,,,
lid_fraction,512,main,T_surf_K,0.0025895853295597963,0.01059576009066942,0.005495463039332087,0.0031837337564442503,,,
lid_fraction,512,main,D_H2O_km,-0.0005364827379628759,0.006199611869498628,0.0029664389116363637,0.0028217636353401023,,,
lid_fraction,512,main,mu_ice_GPa,0.0027582855717671216,0.005484596756895036,0.0022025194462769663,0.0025008801320218197,,,
lid_fraction,512,main,Q_v_kJ_mol,0.13668120718226962,0.053897352565723464,0.22016677928623432,0.038992216560905076,,,
lid_fraction,512,main,Q_b_kJ_mol,-0.0001549444266646957,0.0002993066323863923,6.958261389138205e-06,1.1713476808982896e-05,,,
lid_fraction,512,main,H_rad_pW_kg,-0.0020513353986543904,0.014353198860616303,0.01685672838893813,0.006910978814186169,,,
lid_fraction,512,main,f_porosity,0.0011791045804186635,0.004772886269089369,0.0013247615205581762,0.0017135314227685859,,,
Ra,128,main,q_basal_target_mW_m2,0.018359803556165163,0.10151637520700196,0.9962244012825588,1.6203252268794208,,,
Ra,128,main,d_grain_mm,0.020925534304619037,0.959729979355807,1.33659371734667,28.97809408246573,,,
Ra,128,main,epsilon_0,0.0001656506845784739,0.004973473887548815,0.00013862498399066177,0.0033894357025696566,,,
Ra,128,main,T_surf_K,0.0002257301818829088,0.005824020861329122,0.00017187692131250066,0.004106709662805732,,,
Ra,128,main,D_H2O_km,0.0003437383123943928,0.0021004434089869875,0.00038624325755420765,0.0003304635971874348,,,
Ra,128,main,mu_ice_GPa,-3.0479554911069166e-05,0.002315264207670893,1.3791165738110016e-06,0.00010518494527176488,,,
Ra,128,main,Q_v_kJ_mol,0.015255520034777226,0.056880138877472786,0.7079573609109725,0.4421739527329966,,,
Ra,128,main,Q_b_kJ_mol,1.8494744742793616e-06,0.00012060710257689224,1.9121471610813207e-08,8.610941893127286e-07,,,
Ra,128,main,H_rad_pW_kg,-0.0018457136940346747,0.01551151289709755,0.02014897067929127,0.01646644873200821,,,
Ra,128,main,f_porosity,-2.0122706680979466e-05,0.002295663469995514,2.1556101266084346e-06,0.0001745113089197113,,,
Ra,256,main,q_basal_target_mW_m2,0.01127370691100142,0.03325225937196946,0.3278899915074048,0.8283280338221563,,,
Ra,256,main,d_grain_mm,0.009200674366115885,0.22044905718647895,0.48131998753425526,7.2697494897704695,,,
Ra,256,main,epsilon_0,0.00022148798284950317,0.006117753410187881,7.561452582790146e-05,0.001988323571117554,,,
Ra,256,main,T_surf_K,0.00010120644591249297,0.0024637723453598192,9.578614178058985e-05,0.0024963686574614643,,,
Ra,256,main,D_H2O_km,1.3598993545170441e-05,0.002103314805832428,0.00012870095217309895,0.0002902415401547227,,,
Ra,256,main,mu_ice_GPa,-1.2658896954586266e-05,0.0006986632394146322,1.2540160767600006e-06,6.432267455531248e-05,,,
Ra,256,main,Q_v_kJ_mol,0.012238539361232663,0.28637643303973104,0.2611688393095941,1.2118895898562267,,,
Ra,256,main,Q_b_kJ_mol,-3.6639389158275296e-06,0.00014635285621753777,1.554743697377159e-07,7.003364399379634e-06,,,
Ra,256,main,H_rad_pW_kg,-0.0002389733387911522,0.010053503531263882,0.006586356542026523,0.015567481523894987,,,
Ra,256,main,f_porosity,-5.56184964232177e-06,0.0006630561673097563,2.3331305279657273e-06,0.00011360153405244628,,,
Ra,512,main,q_basal_target_mW_m2,0.014367744857457475,0.012076523047764158,0.39333971035073423,0.7242701582782921,,,
Ra,512,main,d_grain_mm,0.012494658376279317,0.04483782385210195,0.42632798905186275,1.0006377211645805,,,
Ra,512,main,epsilon_0,0.00022229726234359657,0.0011720276053468251,0.0004248582416317296,0.0018652766804084424,,,
Ra,512,main,T_surf_K,-1.919079685103533e-05,0.0005130687549599156,0.00020927465150959046,0.0010925895532573205,,,
Ra,512,main,D_H2O_km,-1.0307511774192933e-05,0.0006134990643938699,0.0003058159263233656,0.0010950147831934964,,,
Ra,512,main,mu_ice_GPa,-1.031482224863447e-05,6.413148069125545e-05,1.1914474682813839e-06,6.202230458134971e-06,,,
Ra,512,main,Q_v_kJ_mol,0.011991908765893906,0.049281528851639396,0.2761971556841274,0.4936320386692974,,,
Ra,512,main,Q_b_kJ_mol,-2.3028472024303483e-06,2.0050127824659795e-05,1.4137434932889927e-07,9.743802729019933e-07,,,
Ra,512,main,H_rad_pW_kg,-0.00035747442452762116,0.0026805889272114238,0.010750223713032614,0.03507298399231964,,,
Ra,512,main,f_porosity,-3.1168239002769457e-06,5.3867445810135774e-05,1.9764236173605873e-06,1.1319925370204147e-05,,,
Nu,128,main,q_basal_target_mW_m2,0.37104213802423097,0.25581115985581504,0.8675679322960579,0.35026589470048203,,,
Nu,128,main,d_grain_mm,0.18635519761231586,0.26376869625757526,0.6767661974629429,0.4025510671157584,,,
Nu,128,main,epsilon_0,-0.0016511908695399859,0.0054519651630183805,0.0007353221395938381,0.0009152226413478941,,,
Nu,128,main,T_surf_K,-0.0005280879583541717,0.0029777711979219463,0.00027227259378809676,0.0001827354805496883,,,
Nu,128,main,D_H2O_km,-0.0013674236677293015,0.005351723983277851,0.00023871707135891495,0.00021007854448102251,,,
Nu,128,main,mu_ice_GPa,-0.00038494501563053,0.0021284107768928685,0.00013110604827673943,0.0002158255369302679,,,
Nu,128,main,Q_v_kJ_mol,0.07980594026573619,0.05729614458695631,0.2458911545411409,0.09982553641594057,,,
Nu,128,main,Q_b_kJ_mol,7.08909185022329e-05,0.0001294054199272361,7.210388569174592e-07,8.877030288463215e-07,,,
Nu,128,main,H_rad_pW_kg,-0.01398390207898498,0.020852485423658515,0.004589658227587246,0.002535292345264495,,,
Nu,128,main,f_porosity,-0.0016316347842726892,0.0023405458248747257,3.3848373199845754e-05,5.8131088581969955e-05,,,
Nu,256,main,q_basal_target_mW_m2,0.3249103101783399,0.13891387332550575,0.6296217249000755,0.31699482331761014,,,
Nu,256,main,d_grain_mm,0.17897400523882392,0.1470059210364942,0.4880134971893975,0.3020159895796821,,,
Nu,256,main,epsilon_0,-0.0001687414216293009,0.004955902919757313,0.000713004087925872,0.0005441384461535873,,,
Nu,256,main,T_surf_K,0.00031206706029775704,0.002017176759061958,0.00021195228913585502,0.00012927436841611296,,,
Nu,256,main,D_H2O_km,-0.0015401684103425325,0.0029181272662228202,0.0002258868294318921,0.00016208568338476394,,,
Nu,256,main,mu_ice_GPa,-0.00026162915463079876,0.0012971184250684044,0.00014231067870283345,0.0001506129974961677,,,
Nu,256,main,Q_v_kJ_mol,0.1236913926277485,0.10651738621583887,0.2601611880844715,0.15063808111935492,,,
Nu,256,main,Q_b_kJ_mol,-0.00012031979595398629,0.00034180989218495297,1.6821342918064303e-05,3.9450775678016606e-05,,,
Nu,256,main,H_rad_pW_kg,-0.008447892117572802,0.013212346212095343,0.005277404381672145,0.0037472466335926433,,,
Nu,256,main,f_porosity,-0.0007498068696653236,0.0011752329406668587,4.76703408298194e-05,5.552254213339458e-05,,,
Nu,512,main,q_basal_target_mW_m2,0.3371922192554591,0.08803498262132968,0.7078173659099731,0.23569736348580916,,,
Nu,512,main,d_grain_mm,0.1717965336361317,0.09025566767218704,0.41001073032131996,0.16200225707029559,,,
Nu,512,main,epsilon_0,-0.0005887375330864425,0.0031033788572351344,0.0007727185208516266,0.0003482934948016195,,,
Nu,512,main,T_surf_K,-0.0008890056918463439,0.001370260893891878,0.0002232164047105431,8.720441772568663e-05,,,
Nu,512,main,D_H2O_km,-0.0007401231965849883,0.0016671372603598747,0.00029231529933478664,0.00013665508198416334,,,
Nu,512,main,mu_ice_GPa,-3.831999868027994e-05,0.0006964391500905712,9.736408657420937e-05,6.990403126203166e-05,,,
Nu,512,main,Q_v_kJ_mol,0.11073082282526085,0.06143685085431641,0.27075146500760106,0.09528564769082751,,,
Nu,512,main,Q_b_kJ_mol,-0.00011348254171876094,0.00019130016303635556,1.1439264535156752e-05,1.7975271359164136e-05,,,
Nu,512,main,H_rad_pW_kg,0.0037053967845592007,0.008780343701565014,0.00587935334398961,0.00289592896018901,,,
Nu,512,main,f_porosity,-0.00022254639225751958,0.0005713300859839303,4.3576555202007955e-05,3.3536809315856463e-05,,,
